geneid	mean_length	median_length	polya_reads_num	count
PH02Gene32335	76.57	85.54	13	21
PH02Gene19216	69.45	69.16	26	38
PH02Gene01158	109.27	78.56	7	9
PH02Gene43558	118.02	104.52	6	8
PH02Gene16368	35.2	35.2	2	2
PH02Gene10582	71.41	62.25	219	289
PH02Gene10766	91.48	91.48	2	2
PH02Gene23258	33.03	33.03	1	1
PH02Gene12256	106.41	106.41	1	1
PH02Gene34323	80.1	72.17	144	204
PH02Gene02216	73.68	73.68	2	3
PH02Gene12838	67.61	70.6	12	14
PH02Gene00290	120.53	100.26	26	39
PH02Gene14079	92.69	80.37	9	12
PH02Gene37834	153.46	154.64	3	6
PH02Gene08623	128.25	105.79	3	3
PH02Gene06495	115.7	123.36	20	28
PH02Gene10378	163.57	174.7	13	16
PH02Gene07124	91.02	98.16	9	9
PH02Gene01481	89.28	86.02	4	7
PH02Gene25377	89.37	82.69	7	14
PH02Gene48243	89.57	80.18	51	74
PH02Gene01099	84.55	64.32	8	9
PH02Gene44703	172.3	162.11	4	5
PH02Gene17595	77.31	74.39	23	27
PH02Gene37603	79.36	75.32	166	232
PH02Gene18822	140.96	140.96	1	1
PH02Gene21053	81.02	67.53	11	14
PH02Gene14920	84.48	74.61	25	39
PH02Gene30430	39.04	39.04	1	2
PH02Gene06184	61.06	53.95	3	4
PH02Gene02785	137.57	137.57	1	2
PH02Gene22148	168.4	168.4	2	5
PH02Gene06030	126.7	137.08	5	8
PH02Gene00241	70.12	66.06	26	32
PH02Gene28701	132.59	136.81	11	13
PH02Gene36755	62.25	64.1	4	5
PH02Gene40826	29.04	29.04	1	1
PH02Gene35224	82.16	85.37	7	8
PH02Gene12473	161.67	163.26	10	18
PH02Gene27611	75.58	56.52	12	18
PH02Gene02376	121.16	121.16	2	2
PH02Gene33555	138.52	139.12	34	50
PH02Gene14658	105.74	105.09	10	13
PH02Gene42780	186.25	186.25	1	2
PH02Gene26727	122.86	127.45	4	7
PH02Gene20643	62.56	62.56	1	3
PH02Gene44702	129.75	120.85	8	11
PH02Gene18524	62.38	64.84	6	9
PH02Gene02340	168.07	168.07	1	1
PH02Gene05351	202.92	202.92	1	1
PH02Gene05075	102.5	110.54	24	27
PH02Gene47258	63.38	56.36	37	51
PH02Gene30527	27.41	27.41	1	1
PH02Gene13564	73.27	65.96	27	38
PH02Gene23578	105.4	107.12	24	32
PH02Gene46689	11.48	11.48	1	2
PH02Gene43814	39.12	39.12	1	1
PH02Gene46737	130.12	131.17	5	5
PH02Gene36476	158.04	158.04	1	1
PH02Gene49989	62.19	62.19	1	4
PH02Gene51050	97.02	93.66	1200	1656
PH02Gene08309	119.33	140.19	7	10
PH02Gene11893	83.55	90.56	11	16
PH02Gene29396	130.74	106.22	14	18
PH02Gene40139	179.91	168.56	6	7
PH02Gene24899	91.52	66.92	28	38
PH02Gene01826	78.75	58.66	22	32
PH02Gene22102	178.74	194.52	6	8
PH02Gene38838	149.45	141.46	14	25
PH02Gene02155	79.46	77.68	33	52
PH02Gene00090	60.91	54.86	280	383
PH02Gene38704	82.36	82.36	1	3
PH02Gene39220	65.75	62.03	13	18
PH02Gene16056	91.52	93.31	45	69
PH02Gene02839	116.63	116.92	10	12
PH02Gene33605	88.35	74.19	21	32
PH02Gene13885	102.49	100.42	25	31
PH02Gene45021	68.11	61.0	327	460
PH02Gene08859	162.23	165.33	3	3
PH02Gene26394	33.02	33.02	2	4
PH02Gene38624	101.66	92.12	117	168
PH02Gene09942	106.33	110.08	13	20
PH02Gene36963	43.75	43.75	2	4
PH02Gene05423	58.25	69.97	3	3
PH02Gene38305	101.23	97.62	66	100
PH02Gene13438	104.96	109.76	6	7
PH02Gene22265	124.32	120.23	9	14
PH02Gene09920	155.24	150.33	26	37
PH02Gene15796	67.91	65.83	24	35
PH02Gene33903	57.86	57.86	1	3
PH02Gene28750	115.5	115.5	2	4
PH02Gene27573	77.25	68.73	167	243
PH02Gene24569	94.84	54.31	17	25
PH02Gene28108	115.17	109.6	27	43
PH02Gene12611	111.16	91.08	38	50
PH02Gene37975	88.54	94.62	67	91
PH02Gene37682	224.96	230.57	12	22
PH02Gene01296	79.81	79.81	1	1
PH02Gene22834	114.95	106.2	114	174
PH02Gene09244	139.97	131.24	13	24
PH02Gene22413	89.16	84.18	20	29
PH02Gene27884	85.87	81.94	3	4
PH02Gene25859	75.23	76.88	9	18
PH02Gene25615	108.88	111.44	17	24
PH02Gene45414	174.12	182.68	32	44
PH02Gene08335	156.94	156.94	2	2
PH02Gene19663	145.81	148.62	15	22
PH02Gene13849	221.01	221.02	2	3
PH02Gene29079	106.64	73.24	10	18
PH02Gene26284	80.48	58.36	3	7
PH02Gene08988	93.23	83.81	23	32
PH02Gene37724	108.44	108.44	1	2
PH02Gene26237	102.92	103.46	4	5
PH02Gene09615	115.22	115.54	8	13
PH02Gene02418	67.04	60.03	856	1225
PH02Gene20909	68.72	61.92	1777	2454
PH02Gene31721	100.73	96.32	29	40
PH02Gene02471	61.03	61.76	86	123
PH02Gene47857	51.63	54.79	5	6
PH02Gene24592	94.33	66.79	3	3
PH02Gene21682	70.34	64.24	122	177
PH02Gene04912	74.89	60.35	18	25
PH02Gene28247	114.45	114.45	1	1
PH02Gene11718	173.97	173.5	4	6
PH02Gene25980	82.76	82.76	2	2
PH02Gene06521	67.75	68.16	12	17
PH02Gene01911	107.01	108.28	6	6
PH02Gene38724	65.31	65.31	1	1
PH02Gene01883	85.32	86.26	6	8
PH02Gene35893	74.03	66.79	9	16
PH02Gene15743	126.96	126.96	2	3
PH02Gene24015	72.4	71.48	11	13
PH02Gene27486	62.8	52.07	25	35
PH02Gene32163	164.29	153.62	7	11
PH02Gene30405	86.93	86.42	23	31
PH02Gene23957	170.78	179.39	5	8
PH02Gene01932	69.29	62.7	7	11
PH02Gene23246	162.08	185.7	8	11
PH02Gene09591	89.22	88.52	17	23
PH02Gene25136	153.95	153.95	1	1
PH02Gene16232	170.53	170.53	1	1
PH02Gene22963	89.34	93.06	14	20
PH02Gene19242	114.51	130.16	9	12
PH02Gene20230	116.6	99.6	6	7
PH02Gene22137	97.54	84.33	35	52
PH02Gene20282	99.23	90.66	5	5
PH02Gene04693	106.48	90.18	49	69
PH02Gene23192	89.87	88.74	13	19
PH02Gene09831	131.38	131.38	2	2
PH02Gene00704	78.69	78.69	1	4
PH02Gene46724	126.27	122.95	14	24
PH02Gene32578	78.69	75.19	14	22
PH02Gene18993	81.49	68.19	17	22
PH02Gene11567	257.0	242.92	10	14
PH02Gene17359	141.11	141.11	1	1
PH02Gene32317	74.79	76.69	3	4
PH02Gene05610	93.51	93.89	44	57
PH02Gene15069	121.03	121.03	1	1
PH02Gene06086	119.35	125.79	8	8
PH02Gene16508	121.87	121.87	1	1
PH02Gene17880	158.47	164.87	13	20
PH02Gene24376	222.41	232.58	3	4
PH02Gene45430	116.0	116.0	2	3
PH02Gene06736	160.62	147.4	11	16
PH02Gene32206	31.63	22.96	4	9
PH02Gene08981	106.72	103.36	3	6
PH02Gene25500	132.71	129.12	133	191
PH02Gene38999	71.63	67.4	24	36
PH02Gene09762	50.56	50.2	85	132
PH02Gene33767	76.26	65.96	3	4
PH02Gene25317	128.17	148.12	7	10
PH02Gene34722	104.68	104.68	1	2
PH02Gene33178	97.41	89.94	16	23
PH02Gene13940	114.24	124.92	3	5
PH02Gene48413	121.29	151.8	4	5
PH02Gene15625	77.75	83.66	5	14
PH02Gene10144	125.97	109.17	6	9
PH02Gene34463	84.6	49.17	3	3
PH02Gene05587	63.44	54.24	325	448
PH02Gene31617	102.67	98.46	7	9
PH02Gene29105	88.62	85.06	73	109
PH02Gene31959	115.09	120.26	16	27
PH02Gene06710	129.05	113.21	36	50
PH02Gene08482	69.03	52.38	14	22
PH02Gene21744	145.31	147.6	11	16
PH02Gene22644	58.57	53.26	69	102
PH02Gene15707	117.92	115.83	16	24
PH02Gene42624	75.24	71.66	10	15
PH02Gene39317	67.09	67.09	2	5
PH02Gene11381	140.03	152.14	5	5
PH02Gene09210	65.89	57.44	264	369
PH02Gene29318	58.0	62.18	4	5
PH02Gene15336	142.42	140.0	3	4
PH02Gene29943	58.67	51.86	138	196
PH02Gene08471	159.93	179.48	6	8
PH02Gene10780	16.63	16.63	1	3
PH02Gene06060	143.7	143.7	1	1
PH02Gene10260	55.41	46.1	130	175
PH02Gene16564	164.86	133.84	3	4
PH02Gene13802	145.53	145.53	2	3
PH02Gene14659	109.43	114.0	17	27
PH02Gene40864	73.09	65.54	31	43
PH02Gene08976	157.5	157.5	1	1
PH02Gene02779	127.43	127.43	1	2
PH02Gene10510	138.78	138.78	1	1
PH02Gene34865	73.31	82.76	3	3
PH02Gene29655	43.45	43.44	2	2
PH02Gene10775	104.48	107.38	10	12
PH02Gene04980	88.28	86.33	19	20
PH02Gene07239	207.6	207.6	1	4
PH02Gene26718	61.76	52.48	126	177
PH02Gene05706	87.76	80.87	16	26
PH02Gene17558	58.03	52.36	12	17
PH02Gene30672	73.34	77.56	6	7
PH02Gene45202	95.56	89.75	54	75
PH02Gene41552	68.08	68.08	1	1
PH02Gene10807	74.05	56.24	47	65
PH02Gene40009	69.86	60.84	4	5
PH02Gene31999	49.28	32.89	4	4
PH02Gene38499	98.25	86.82	26	41
PH02Gene25549	68.82	68.82	1	1
PH02Gene34021	91.13	93.23	7	10
PH02Gene50675	134.46	138.85	4	6
PH02Gene48552	75.62	85.76	10	15
PH02Gene15035	142.34	149.52	7	9
PH02Gene24075	114.36	130.28	4	5
PH02Gene49611	74.1	64.32	63	84
PH02Gene29376	73.09	74.54	19	25
PH02Gene00058	72.41	72.41	1	1
PH02Gene12456	98.82	96.19	51	70
PH02Gene36561	110.64	108.86	30	45
PH02Gene15885	69.79	54.58	10	15
PH02Gene29092	81.09	81.09	2	2
PH02Gene29868	97.73	59.91	7	15
PH02Gene44534	18.12	18.12	1	1
PH02Gene16040	105.5	116.5	17	23
PH02Gene46049	103.9	101.5	9	12
PH02Gene30121	200.17	209.16	8	10
PH02Gene12676	69.28	73.88	7	10
PH02Gene02282	69.31	66.06	5	8
PH02Gene26738	122.89	94.13	21	27
PH02Gene30252	54.55	37.85	19	23
PH02Gene10098	197.23	199.12	9	13
PH02Gene05047	85.35	85.35	1	4
PH02Gene19574	100.76	100.76	2	5
PH02Gene42777	96.63	97.97	5	7
PH02Gene07104	73.99	68.86	322	442
PH02Gene22596	71.19	71.18	2	5
PH02Gene21924	63.68	64.39	9	10
PH02Gene45007	33.49	33.49	1	5
PH02Gene45182	167.26	170.17	9	11
PH02Gene14451	159.96	159.96	1	1
PH02Gene47233	106.3	100.0	8	13
PH02Gene09528	89.31	68.0	9	16
PH02Gene35216	144.82	144.56	8	15
PH02Gene22940	93.28	93.28	2	3
PH02Gene20304	86.64	88.06	24	38
PH02Gene01644	187.72	198.71	8	10
PH02Gene34589	96.25	86.58	54	68
PH02Gene11219	86.44	81.19	22	35
PH02Gene20341	144.09	134.76	34	50
PH02Gene02828	35.75	35.75	1	1
PH02Gene22009	95.36	95.36	2	2
PH02Gene36250	79.23	73.65	72	105
PH02Gene27659	122.46	126.83	4	6
PH02Gene11768	84.85	103.0	10	14
PH02Gene00975	160.99	138.18	6	6
PH02Gene14965	71.91	61.08	12	17
PH02Gene42256	93.92	88.4	10	16
PH02Gene09436	103.67	58.22	5	8
PH02Gene01598	94.07	101.16	16	20
PH02Gene05812	152.73	152.73	1	2
PH02Gene03187	179.83	172.03	4	5
PH02Gene10828	86.11	91.04	15	18
PH02Gene47652	48.72	49.57	4	11
PH02Gene42463	75.69	68.52	139	209
PH02Gene30768	264.81	264.81	1	1
PH02Gene00340	70.97	77.56	16	23
PH02Gene40141	96.81	96.52	17	25
PH02Gene20522	63.71	63.72	2	3
PH02Gene21548	54.35	50.84	1604	2285
PH02Gene04984	97.57	82.93	11	17
PH02Gene45120	131.8	131.8	2	7
PH02Gene33297	108.53	111.72	38	47
PH02Gene46239	151.44	112.91	14	18
PH02Gene32837	291.41	291.41	1	1
PH02Gene14024	131.87	91.79	7	11
PH02Gene02600	69.06	67.65	20	26
PH02Gene36105	100.57	93.04	3	5
PH02Gene40602	151.66	144.01	10	22
PH02Gene31143	131.28	83.84	19	32
PH02Gene02639	116.08	102.81	7	11
PH02Gene36988	83.68	68.75	11	15
PH02Gene39929	69.64	67.05	40	66
PH02Gene13590	124.48	124.48	1	1
PH02Gene21754	58.0	49.94	304	418
PH02Gene36117	66.69	59.44	481	665
PH02Gene27854	101.38	106.78	9	12
PH02Gene07965	143.51	128.38	17	22
PH02Gene31393	147.64	129.76	4	4
PH02Gene04735	137.18	134.13	8	10
PH02Gene17327	97.67	97.67	1	1
PH02Gene20824	121.62	123.96	3	4
PH02Gene41325	66.52	59.09	511	706
PH02Gene26399	70.86	83.75	21	27
PH02Gene32980	112.31	105.48	26	33
PH02Gene46754	73.9	77.03	14	20
PH02Gene04566	114.12	101.72	14	20
PH02Gene35718	57.9	60.48	5	7
PH02Gene38465	80.66	63.3	28	37
PH02Gene51009	63.78	63.78	2	2
PH02Gene40874	109.09	109.09	1	2
PH02Gene44151	77.14	78.9	58	76
PH02Gene42459	120.78	114.78	67	92
PH02Gene23025	103.14	98.34	14	23
PH02Gene42702	110.66	117.42	14	24
PH02Gene29788	67.45	67.45	1	1
PH02Gene08567	94.09	103.34	4	9
PH02Gene45713	177.33	181.22	8	11
PH02Gene15904	264.2	299.04	3	3
PH02Gene16560	80.53	77.62	16	24
PH02Gene40493	54.54	44.31	14	29
PH02Gene19244	91.31	91.31	1	3
PH02Gene22429	75.5	60.56	5	12
PH02Gene11691	112.23	110.14	22	34
PH02Gene09826	90.53	87.29	51	75
PH02Gene27453	98.13	83.91	63	86
PH02Gene01347	198.67	198.67	1	3
PH02Gene21690	93.68	86.37	60	86
PH02Gene31472	165.17	165.17	1	1
PH02Gene37020	132.05	132.05	1	3
PH02Gene00032	92.58	92.72	28	43
PH02Gene27875	66.02	63.72	12	17
PH02Gene03207	111.51	133.81	7	9
PH02Gene13976	100.06	96.46	16	25
PH02Gene28774	173.83	173.83	2	2
PH02Gene17945	62.75	54.82	195	304
PH02Gene15190	82.78	78.0	83	115
PH02Gene37387	190.14	160.72	3	5
PH02Gene28162	128.97	153.68	9	15
PH02Gene32200	121.5	121.58	4	5
PH02Gene44303	74.31	51.78	37	50
PH02Gene04766	55.07	55.07	1	1
PH02Gene05427	197.11	207.77	9	17
PH02Gene09253	100.99	90.46	28	45
PH02Gene43492	54.38	55.02	22	28
PH02Gene00188	208.83	230.48	6	8
PH02Gene34498	158.33	152.7	15	23
PH02Gene35113	81.1	89.66	6	10
PH02Gene49578	58.5	55.28	68	91
PH02Gene28444	121.75	105.74	10	14
PH02Gene36456	80.67	72.74	29	41
PH02Gene32907	166.88	166.88	1	1
PH02Gene10722	80.72	75.69	27	36
PH02Gene17332	68.04	68.04	1	2
PH02Gene07011	97.29	111.78	22	24
PH02Gene18406	60.1	60.1	2	2
PH02Gene21993	91.77	91.77	1	1
PH02Gene16417	91.24	90.81	28	35
PH02Gene02472	69.53	66.83	5	7
PH02Gene22264	327.96	327.96	1	2
PH02Gene03092	201.34	206.25	4	4
PH02Gene40391	47.49	43.58	3	3
PH02Gene48348	90.14	88.34	6	6
PH02Gene20406	127.23	135.4	16	23
PH02Gene03981	107.84	97.6	90	118
PH02Gene17082	197.68	197.68	1	1
PH02Gene36533	69.01	61.1	402	573
PH02Gene32639	63.2	54.51	86	115
PH02Gene27088	92.94	85.72	21	31
PH02Gene29592	64.71	55.46	1959	2672
PH02Gene23625	79.79	79.79	1	1
PH02Gene07163	130.78	135.84	12	15
PH02Gene30699	73.36	66.09	300	413
PH02Gene42528	104.0	104.0	2	2
PH02Gene29559	160.36	160.36	2	2
PH02Gene23963	92.15	74.89	4	7
PH02Gene48697	151.08	133.72	3	4
PH02Gene21079	124.82	104.83	25	36
PH02Gene01972	126.91	124.74	8	12
PH02Gene43905	134.99	123.64	9	14
PH02Gene28413	55.61	45.64	6	11
PH02Gene16614	144.61	154.1	14	21
PH02Gene35754	64.36	38.5	14	20
PH02Gene18475	79.94	70.5	72	98
PH02Gene09042	55.96	47.06	8	13
PH02Gene07456	101.06	112.9	17	25
PH02Gene13717	143.27	143.27	1	4
PH02Gene03204	95.29	95.29	1	1
PH02Gene31068	56.6	48.88	101	152
PH02Gene17238	111.78	110.76	3	3
PH02Gene43184	114.33	114.32	2	3
PH02Gene44916	86.96	66.1	8	13
PH02Gene47146	85.4	78.16	3	4
PH02Gene49278	66.25	56.0	89	119
PH02Gene07501	24.61	24.61	1	1
PH02Gene47304	183.24	174.29	18	27
PH02Gene46445	53.5	49.29	29	43
PH02Gene12270	61.53	54.81	3	5
PH02Gene38837	84.44	105.06	10	13
PH02Gene12792	212.08	212.08	1	4
PH02Gene00337	123.65	136.45	6	7
PH02Gene43906	182.99	249.89	3	5
PH02Gene45264	76.7	49.1	4	7
PH02Gene46215	119.1	138.02	4	5
PH02Gene34762	93.14	89.59	49	72
PH02Gene31946	74.86	79.38	17	21
PH02Gene18763	128.35	115.48	18	24
PH02Gene07630	70.05	74.04	3	4
PH02Gene37519	84.78	88.77	7	9
PH02Gene17498	71.02	74.5	9	15
PH02Gene36785	114.51	99.76	32	50
PH02Gene39577	84.52	81.2	309	412
PH02Gene01461	91.14	86.26	16	27
PH02Gene05998	71.57	76.99	16	27
PH02Gene42040	83.72	80.6	12	15
PH02Gene34467	120.8	96.05	9	10
PH02Gene30828	84.25	85.24	27	37
PH02Gene10248	70.92	68.5	31	49
PH02Gene26729	140.45	140.45	1	1
PH02Gene39768	62.85	58.89	740	997
PH02Gene06840	160.81	160.8	2	3
PH02Gene05226	108.22	108.71	17	24
PH02Gene18713	87.01	83.15	27	44
PH02Gene46733	106.37	106.37	1	1
PH02Gene03839	93.77	69.02	10	17
PH02Gene41812	89.0	93.32	17	22
PH02Gene33951	116.46	116.46	1	1
PH02Gene38434	63.29	47.29	11	22
PH02Gene33135	76.38	95.68	3	6
PH02Gene39530	42.07	42.07	1	1
PH02Gene19950	40.51	40.51	2	3
PH02Gene08009	114.91	93.63	42	68
PH02Gene37879	63.35	60.67	21	32
PH02Gene17842	61.51	58.92	40	51
PH02Gene25276	56.65	44.9	74	93
PH02Gene14792	58.95	49.26	13	15
PH02Gene41274	139.34	145.47	11	17
PH02Gene19832	49.52	18.68	3	6
PH02Gene39397	68.76	68.76	1	2
PH02Gene48880	59.24	52.86	8	10
PH02Gene42534	119.65	102.5	6	8
PH02Gene22586	47.45	50.28	10	12
PH02Gene09442	128.63	117.88	16	22
PH02Gene27461	90.27	87.38	10	18
PH02Gene06967	73.11	73.1	2	7
PH02Gene30710	66.18	54.25	4	5
PH02Gene33004	60.73	64.03	9	14
PH02Gene29041	68.55	61.62	213	290
PH02Gene14177	129.18	112.03	27	35
PH02Gene14741	137.61	142.9	4	5
PH02Gene06356	188.98	204.95	11	18
PH02Gene07478	53.63	46.07	25	33
PH02Gene18710	83.82	83.82	2	3
PH02Gene08143	95.5	95.5	1	1
PH02Gene34891	98.64	91.94	26	30
PH02Gene19811	82.59	81.2	49	65
PH02Gene40749	51.09	56.41	17	19
PH02Gene17241	76.81	82.33	65	95
PH02Gene15059	141.5	141.5	1	2
PH02Gene33172	74.03	74.69	15	23
PH02Gene08970	86.94	88.81	10	10
PH02Gene12684	72.08	62.99	40	55
PH02Gene39921	130.96	114.44	9	16
PH02Gene11895	98.93	90.15	12	19
PH02Gene10043	133.32	122.2	12	17
PH02Gene28820	124.58	124.58	1	1
PH02Gene09214	72.83	57.42	17	23
PH02Gene33900	76.56	81.66	6	11
PH02Gene36600	110.71	99.15	48	63
PH02Gene38123	75.36	79.88	3	3
PH02Gene08555	111.68	91.72	5	12
PH02Gene31722	61.89	54.58	74	95
PH02Gene14536	87.68	87.68	1	2
PH02Gene07409	106.81	114.04	7	9
PH02Gene07524	95.49	97.21	7	10
PH02Gene15139	176.81	164.38	3	3
PH02Gene16884	62.43	52.28	11	13
PH02Gene00978	63.88	51.78	75	108
PH02Gene03145	164.22	190.1	26	32
PH02Gene14537	108.26	108.26	2	3
PH02Gene12705	144.17	158.54	21	29
PH02Gene10651	169.29	162.07	6	8
PH02Gene25955	81.02	49.75	3	11
PH02Gene18091	86.38	73.21	8	8
PH02Gene06214	66.18	55.16	6	7
PH02Gene13512	69.66	54.34	16	20
PH02Gene14526	33.84	33.84	2	6
PH02Gene20600	89.84	77.81	28	38
PH02Gene47612	68.71	64.82	18	29
PH02Gene30807	113.74	113.74	1	1
PH02Gene14961	109.94	109.79	11	16
PH02Gene12189	78.05	37.66	3	8
PH02Gene15770	93.29	94.8	120	160
PH02Gene00211	74.72	64.87	60	79
PH02Gene31858	101.66	101.66	2	3
PH02Gene18045	142.75	142.75	2	2
PH02Gene04062	50.5	50.5	2	2
PH02Gene20835	124.03	91.59	4	8
PH02Gene08437	77.43	79.02	14	18
PH02Gene26260	125.27	134.06	24	30
PH02Gene29224	130.04	97.12	16	24
PH02Gene08802	146.6	182.33	15	27
PH02Gene21103	350.15	350.15	1	1
PH02Gene46216	124.21	127.7	8	15
PH02Gene13406	61.3	54.0	80	112
PH02Gene02916	89.63	69.36	35	47
PH02Gene07542	62.58	58.96	299	414
PH02Gene28847	65.12	67.04	8	9
PH02Gene01132	90.06	79.29	28	37
PH02Gene07090	68.25	58.64	12	15
PH02Gene16303	104.01	92.88	112	139
PH02Gene18497	162.38	162.38	1	2
PH02Gene15843	76.85	68.47	88	137
PH02Gene04229	88.92	92.77	22	47
PH02Gene11603	83.89	63.89	9	12
PH02Gene46624	30.05	30.05	2	5
PH02Gene36886	89.07	106.6	5	11
PH02Gene42102	73.43	66.83	5	7
PH02Gene27360	46.87	36.99	4	5
PH02Gene45039	82.56	82.56	2	2
PH02Gene50627	84.75	84.75	2	2
PH02Gene49645	165.31	169.68	6	9
PH02Gene49069	137.19	137.19	1	1
PH02Gene35102	82.13	90.24	3	3
PH02Gene48550	92.96	83.75	4	4
PH02Gene27231	106.77	103.57	10	15
PH02Gene27950	74.84	74.84	1	1
PH02Gene00333	107.4	114.5	4	4
PH02Gene12841	67.9	74.96	11	11
PH02Gene04918	88.56	86.29	13	17
PH02Gene13364	70.05	54.12	57	87
PH02Gene05032	130.75	103.19	5	6
PH02Gene07523	59.52	59.52	1	2
PH02Gene35291	62.35	58.22	42	72
PH02Gene27920	69.56	44.31	13	20
PH02Gene23898	80.07	94.9	4	10
PH02Gene40177	91.91	82.08	77	103
PH02Gene02624	140.64	132.76	60	76
PH02Gene14222	87.23	87.23	1	3
PH02Gene38897	62.97	51.34	4	5
PH02Gene41320	138.57	123.3	10	11
PH02Gene08303	123.26	106.07	5	7
PH02Gene33511	179.56	179.56	1	1
PH02Gene20802	91.27	78.37	16	21
PH02Gene17425	118.22	92.26	3	5
PH02Gene36015	143.5	159.56	15	19
PH02Gene12059	67.54	71.67	9	13
PH02Gene23283	119.11	109.17	3	4
PH02Gene20089	56.88	57.0	35	51
PH02Gene15811	113.97	97.96	19	20
PH02Gene01002	95.36	95.36	1	1
PH02Gene24264	84.86	84.86	1	2
PH02Gene33037	83.31	83.31	2	5
PH02Gene25625	53.84	53.84	1	1
PH02Gene39724	70.98	69.18	112	151
PH02Gene18109	62.58	50.5	39	56
PH02Gene36947	129.39	162.96	3	3
PH02Gene13893	97.3	74.42	20	30
PH02Gene18987	122.71	104.56	13	18
PH02Gene07203	82.64	82.64	2	2
PH02Gene42469	92.59	87.64	21	32
PH02Gene47875	66.96	66.96	1	1
PH02Gene17995	103.05	95.71	37	56
PH02Gene44123	70.67	70.67	1	2
PH02Gene07860	67.2	65.82	69	107
PH02Gene21094	76.66	69.42	10	22
PH02Gene01280	130.33	130.33	1	1
PH02Gene33142	75.93	63.36	8	13
PH02Gene46819	88.49	89.52	6	10
PH02Gene21321	119.28	119.28	1	1
PH02Gene44421	86.12	91.84	6	7
PH02Gene28819	101.19	80.93	7	8
PH02Gene13487	180.29	164.1	12	18
PH02Gene07733	111.29	106.12	14	17
PH02Gene49113	71.38	59.58	13	16
PH02Gene44468	188.38	181.62	3	3
PH02Gene02190	27.69	27.69	1	1
PH02Gene08239	235.94	235.94	2	2
PH02Gene16122	104.55	103.52	132	201
PH02Gene41528	129.51	120.4	22	31
PH02Gene14899	58.35	58.35	2	3
PH02Gene47631	88.5	76.23	4	6
PH02Gene06441	113.98	113.29	5	5
PH02Gene36171	145.54	156.96	10	15
PH02Gene17486	183.73	183.44	10	13
PH02Gene45979	71.9	61.39	65	87
PH02Gene04253	88.2	83.4	6	9
PH02Gene03034	97.11	87.39	49	69
PH02Gene24099	107.52	84.76	18	29
PH02Gene28147	67.54	61.1	47	78
PH02Gene05745	77.79	61.5	54	70
PH02Gene07844	121.37	134.73	11	16
PH02Gene20001	41.02	34.96	41	60
PH02Gene24868	155.77	148.72	4	4
PH02Gene26633	86.18	87.72	8	9
PH02Gene00116	104.78	102.84	22	31
PH02Gene35828	68.35	68.35	1	1
PH02Gene33322	123.33	140.0	4	4
PH02Gene46665	103.84	110.74	16	25
PH02Gene03068	79.59	71.29	17	26
PH02Gene10740	91.52	91.52	2	5
PH02Gene29838	156.26	166.94	6	9
PH02Gene13388	83.62	93.96	6	6
PH02Gene23325	36.76	31.74	6	7
PH02Gene47225	102.25	105.02	20	34
PH02Gene18640	77.62	77.62	1	1
PH02Gene27842	92.09	94.52	16	23
PH02Gene20577	92.19	95.0	14	21
PH02Gene39027	56.84	59.61	31	34
PH02Gene17612	187.01	203.5	5	7
PH02Gene36418	139.02	128.83	21	34
PH02Gene33755	169.59	182.08	20	26
PH02Gene02780	72.11	61.48	551	754
PH02Gene30338	159.94	165.19	7	9
PH02Gene04457	133.01	133.01	2	4
PH02Gene00046	155.17	150.23	6	8
PH02Gene12089	152.22	152.22	2	3
PH02Gene00915	152.08	154.32	21	25
PH02Gene22487	73.82	58.04	71	107
PH02Gene40575	94.71	87.59	13	20
PH02Gene46659	56.17	56.17	1	1
PH02Gene05298	191.85	191.86	2	2
PH02Gene51161	20.14	20.14	1	1
PH02Gene38968	107.42	90.39	17	25
PH02Gene26317	110.4	111.49	20	28
PH02Gene33104	265.36	265.36	1	2
PH02Gene35622	91.75	91.75	1	1
PH02Gene19423	47.37	47.37	1	1
PH02Gene38366	58.15	32.83	3	3
PH02Gene34934	150.38	147.84	15	25
PH02Gene48299	72.96	72.96	2	2
PH02Gene02981	170.73	114.22	6	11
PH02Gene39044	52.19	52.0	15	19
PH02Gene00893	52.48	34.88	39	57
PH02Gene37758	50.44	47.08	34	46
PH02Gene04338	121.67	120.04	6	9
PH02Gene39179	68.14	55.82	9	9
PH02Gene38406	168.56	175.93	7	8
PH02Gene45236	143.14	121.16	6	7
PH02Gene42063	138.9	170.32	3	3
PH02Gene39585	81.69	86.77	20	29
PH02Gene40200	142.33	142.33	1	1
PH02Gene24273	102.28	103.4	8	11
PH02Gene23327	137.18	137.18	2	2
PH02Gene33021	117.6	99.95	68	92
PH02Gene03070	64.44	64.44	1	1
PH02Gene31531	200.26	200.26	1	2
PH02Gene40751	106.68	119.98	12	15
PH02Gene41916	79.83	70.06	44	63
PH02Gene19174	219.2	219.2	1	1
PH02Gene07161	74.18	73.92	25	31
PH02Gene13553	89.33	91.08	47	61
PH02Gene36708	9.52	9.52	1	1
PH02Gene31214	123.31	72.96	14	19
PH02Gene20262	98.24	106.96	21	25
PH02Gene17351	80.84	71.08	13	20
PH02Gene10187	98.37	90.07	24	32
PH02Gene24164	87.03	80.55	29	46
PH02Gene35159	70.49	61.76	3	8
PH02Gene19008	67.36	65.38	83	122
PH02Gene10720	123.07	100.07	3	8
PH02Gene24896	48.8	41.96	19	24
PH02Gene09030	58.19	58.19	1	2
